Institution Code,Institution Name,City,State,Country,Institution Type,Field of study,Credential Level,Official Program Pass/Zone/Fail,Debt-to-Earnings Annual Rate,Debt (numerator),Annual Earnings (denominator),Debt-to-Earnings Annual Rate Pass/Fail/Zone,Debt-to-Earnings Discretionary Income Rate,Debt Discretionary Income Rate (numerator),Earnings Discretionary Income Rate (denominator),Debt-to-Earnings Discretionary Income Rate Pass/Fail/Zone,Mean  Annual Earnings From SSA,Median Annual Earnings from SSA,Field Study Grouped
22180,CARRINGTON COLLEGE,BOISE,ID,United States,PROPRIETARY 2 TO 3 YEARS,DENTAL HYGIENE/HYGIENIST.,02 - ASSOCIATES DEGREE,PASS,8.38,4270,50894,ZONE,12.84,4270,33239,PASS,50218,50894,Health field
22180,CARRINGTON COLLEGE,BOISE,ID,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL INSURANCE SPECIALIST/MEDICAL BILLER.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.25,1311,20962,PASS,39.64,1311,3307,FAIL,20962,19694,Health field
22180,CARRINGTON COLLEGE,BOISE,ID,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL ADMINISTRATIVE/EXECUTIVE ASSISTANT AND MEDICAL SECRETARY.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.04,1139,18832,PASS,96.77,1139,1177,FAIL,18832,17742,Health field
22180,CARRINGTON COLLEGE,BOISE,ID,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.49,1155,21024,PASS,34.28,1155,3369,FAIL,19125,21024,Health field
22180,CARRINGTON COLLEGE,BOISE,ID,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL/CLINICAL ASSISTANT.,02 - ASSOCIATES DEGREE,ZONE,10.57,2323,21957,ZONE,53.99,2323,4302,FAIL,18821,21957,Health field
22180,CARRINGTON COLLEGE,BOISE,ID,United States,PROPRIETARY 2 TO 3 YEARS,PHARMACY TECHNICIAN/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.15,1184,22981,PASS,22.23,1184,5326,ZONE,20974,22981,Health field
22180,CARRINGTON COLLEGE,BOISE,ID,United States,PROPRIETARY 2 TO 3 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,ZONE,9.17,1123,12246,ZONE,100,1123,0,FAIL,12246,9742,Health field
22180,CARRINGTON COLLEGE,BOISE,ID,United States,PROPRIETARY 2 TO 3 YEARS,REGISTERED NURSING/REGISTERED NURSE.,02 - ASSOCIATES DEGREE,PASS,5.58,3409,61091,PASS,7.84,3409,43436,PASS,58614,61091,Health field
22180,CARRINGTON COLLEGE,BOISE,ID,United States,PROPRIETARY 2 TO 3 YEARS,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.61,2097,27530,PASS,21.23,2097,9875,ZONE,27469,27530,Health field
22182,GARNET CAREER CENTER,CHARLESTON,WV,United States,PUBLIC LESS THAN 2 YEARS,MEDICAL OFFICE MANAGEMENT/ADMINISTRATION.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,20713,PASS,0,0,3058,PASS,17344,20713,Health field
22182,GARNET CAREER CENTER,CHARLESTON,WV,United States,PUBLIC LESS THAN 2 YEARS,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,31155,PASS,0,0,13500,PASS,30683,31155,Health field
22183,SOUTHWEST SCHOOL OF BUSINESS & TECHNICAL CAREERS,SAN ANTONIO,TX,United States,PROPRIETARY LESS THAN 2 YEARS,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.1,747,14621,PASS,100,747,0,FAIL,14259,14621,Health field
22183,SOUTHWEST SCHOOL OF BUSINESS & TECHNICAL CAREERS,SAN ANTONIO,TX,United States,PROPRIETARY LESS THAN 2 YEARS,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.13,730,14209,PASS,100,730,0,FAIL,14209,13359,Health field
22183,SOUTHWEST SCHOOL OF BUSINESS & TECHNICAL CAREERS,SAN ANTONIO,TX,United States,PROPRIETARY LESS THAN 2 YEARS,PHARMACY TECHNICIAN/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.25,693,16305,PASS,100,693,0,FAIL,16305,14631,Health field
22183,SOUTHWEST SCHOOL OF BUSINESS & TECHNICAL CAREERS,SAN ANTONIO,TX,United States,PROPRIETARY LESS THAN 2 YEARS,ACCOUNTING TECHNOLOGY/TECHNICIAN AND BOOKKEEPING.,01 - UNDERGRADUATE CERTIFICATE,PASS,3.42,661,19275,PASS,40.8,661,1620,FAIL,19275,16024,Sciences
22187,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,United States,PROPRIETARY 4 YEARS OR MORE,"WEB PAGE, DIGITAL/MULTIMEDIA AND INFORMATION RESOURCES DESIGN.",02 - ASSOCIATES DEGREE,FAIL,14.72,2761,18756,FAIL,250.77,2761,1101,FAIL,18756,15939,Others
22187,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,United States,PROPRIETARY 4 YEARS OR MORE,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES, OTHER.",02 - ASSOCIATES DEGREE,ZONE,9.99,2459,24597,ZONE,35.42,2459,6942,FAIL,24597,23721,Sciences
22187,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,United States,PROPRIETARY 4 YEARS OR MORE,"DRAFTING AND DESIGN TECHNOLOGY/TECHNICIAN, GENERAL.",02 - ASSOCIATES DEGREE,ZONE,8.88,2635,29667,ZONE,21.93,2635,12012,ZONE,29667,29667,Sciences
22187,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,United States,PROPRIETARY 4 YEARS OR MORE,"ENGLISH LANGUAGE AND LITERATURE, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0.12,19,14838,PASS,100,19,0,FAIL,14814,14838,Education & Human Sciences
22187,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,United States,PROPRIETARY 4 YEARS OR MORE,CRIMINAL JUSTICE/SAFETY STUDIES.,02 - ASSOCIATES DEGREE,FAIL,12.4,2515,20278,FAIL,95.88,2515,2623,FAIL,20278,17744,Others
22187,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,United States,PROPRIETARY 4 YEARS OR MORE,MEDICAL INSURANCE CODING SPECIALIST/CODER.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.84,1311,19143,PASS,88.1,1311,1488,FAIL,18419,19143,Health field
22187,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,United States,PROPRIETARY 4 YEARS OR MORE,MEDICAL ADMINISTRATIVE/EXECUTIVE ASSISTANT AND MEDICAL SECRETARY.,02 - ASSOCIATES DEGREE,FAIL,16.12,2583,16023,FAIL,100,2583,0,FAIL,16023,12578,Health field
22187,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,United States,PROPRIETARY 4 YEARS OR MORE,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,ZONE,8.85,1549,17490,ZONE,100,1549,0,FAIL,16270,17490,Health field
22187,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,United States,PROPRIETARY 4 YEARS OR MORE,MEDICAL/CLINICAL ASSISTANT.,02 - ASSOCIATES DEGREE,FAIL,17.6,2601,14778,FAIL,100,2601,0,FAIL,14778,14504,Health field
22187,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,United States,PROPRIETARY 4 YEARS OR MORE,"HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES, OTHER.",01 - UNDERGRADUATE CERTIFICATE,ZONE,8.88,1311,14763,ZONE,100,1311,0,FAIL,14763,13551,Health field
22187,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,United States,PROPRIETARY 4 YEARS OR MORE,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",02 - ASSOCIATES DEGREE,FAIL,18.24,2613,14319,FAIL,100,2613,0,FAIL,14319,11551,Economy and Business
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,LEGAL ASSISTANT/PARALEGAL.,02 - ASSOCIATES DEGREE,ZONE,9.78,2363,24146,ZONE,36.4,2363,6491,FAIL,21200,24146,Others
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,CRIMINAL JUSTICE/LAW ENFORCEMENT ADMINISTRATION.,02 - ASSOCIATES DEGREE,ZONE,11.89,2292,19276,ZONE,141.39,2292,1621,FAIL,19276,18666,Management & Administration
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.19,1353,18810,PASS,117.14,1353,1155,FAIL,18810,18161,Health field
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,HEALTH/HEALTH CARE ADMINISTRATION/MANAGEMENT.,02 - ASSOCIATES DEGREE,ZONE,11.92,2360,19791,ZONE,110.48,2360,2136,FAIL,19791,17439,Health field
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,MEDICAL INSURANCE CODING SPECIALIST/CODER.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.12,1311,18388,PASS,178.85,1311,733,FAIL,17768,18388,Health field
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.91,1311,16556,PASS,100,1311,0,FAIL,16556,16245,Health field
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,PHARMACY TECHNICIAN/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.89,1311,19017,PASS,96.25,1311,1362,FAIL,19017,18889,Health field
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,PHLEBOTOMY TECHNICIAN/PHLEBOTOMIST.,01 - UNDERGRADUATE CERTIFICATE,ZONE,8.05,1311,16272,ZONE,100,1311,0,FAIL,16272,16161,Others
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,ZONE,9.73,1241,12745,ZONE,100,1241,0,FAIL,12745,9838,Health field
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,REGISTERED NURSING/REGISTERED NURSE.,02 - ASSOCIATES DEGREE,PASS,4.5,2996,66547,PASS,6.12,2996,48892,PASS,66547,64800,Health field
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,NURSING ASSISTANT/AIDE AND PATIENT CARE ASSISTANT/AIDE.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.81,1311,16774,PASS,100,1311,0,FAIL,16774,16664,Health field
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",02 - ASSOCIATES DEGREE,ZONE,11.65,2112,18124,ZONE,450.31,2112,469,FAIL,18124,15768,Economy and Business
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",03 - BACHELORS DEGREE,PASS,7.73,2236,28909,PASS,19.86,2236,11254,PASS,28753,28909,Economy and Business
22188,BROOKLINE COLLEGE,PHOENIX,AZ,United States,PROPRIETARY 4 YEARS OR MORE,ACCOUNTING.,02 - ASSOCIATES DEGREE,ZONE,11.45,2332,20366,ZONE,86.01,2332,2711,FAIL,20366,20100,Economy and Business
22195,MILDRED ELLEY,ALBANY,NY,United States,PROPRIETARY 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,10.01,1471,14690,ZONE,100,1471,0,FAIL,14690,12750,Others
22195,MILDRED ELLEY,ALBANY,NY,United States,PROPRIETARY 2 TO 3 YEARS,LEGAL ASSISTANT/PARALEGAL.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.9,1327,22464,PASS,27.59,1327,4809,ZONE,21143,22464,Others
22195,MILDRED ELLEY,ALBANY,NY,United States,PROPRIETARY 2 TO 3 YEARS,LEGAL ASSISTANT/PARALEGAL.,02 - ASSOCIATES DEGREE,ZONE,11.04,2134,19314,ZONE,128.63,2134,1659,FAIL,19314,15904,Others
22195,MILDRED ELLEY,ALBANY,NY,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,ZONE,8.02,1287,16038,ZONE,100,1287,0,FAIL,16038,15663,Health field
22195,MILDRED ELLEY,ALBANY,NY,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.59,1674,22050,PASS,38.08,1674,4395,FAIL,21054,22050,Health field
22195,MILDRED ELLEY,ALBANY,NY,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL/CLINICAL ASSISTANT.,02 - ASSOCIATES DEGREE,ZONE,12.19,2642,21666,FAIL,65.86,2642,4011,FAIL,19712,21666,Health field
22195,MILDRED ELLEY,ALBANY,NY,United States,PROPRIETARY 2 TO 3 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,11.37,2121,18640,ZONE,215.32,2121,985,FAIL,18640,18094,Health field
22195,MILDRED ELLEY,ALBANY,NY,United States,PROPRIETARY 2 TO 3 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,02 - ASSOCIATES DEGREE,ZONE,10.22,2205,21565,ZONE,56.39,2205,3910,FAIL,21565,20687,Health field
22195,MILDRED ELLEY,ALBANY,NY,United States,PROPRIETARY 2 TO 3 YEARS,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.42,2322,36163,PASS,12.54,2322,18508,PASS,35538,36163,Health field
22195,MILDRED ELLEY,ALBANY,NY,United States,PROPRIETARY 2 TO 3 YEARS,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",02 - ASSOCIATES DEGREE,ZONE,11.72,2603,22204,ZONE,57.22,2603,4549,FAIL,20850,22204,Economy and Business
22195,MILDRED ELLEY,ALBANY,NY,United States,PROPRIETARY 2 TO 3 YEARS,ACCOUNTING.,01 - UNDERGRADUATE CERTIFICATE,ZONE,9.63,1622,16833,ZONE,100,1622,0,FAIL,16833,12693,Economy and Business
22195,MILDRED ELLEY,ALBANY,NY,United States,PROPRIETARY 2 TO 3 YEARS,"ADMINISTRATIVE ASSISTANT AND SECRETARIAL SCIENCE, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,FAIL,15.38,1660,10788,FAIL,100,1660,0,FAIL,10788,9591,Sciences
22200,COLLEEN O'HARA'S BEAUTY ACADEMY,SANTA ANA,CA,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,FAIL,14.25,1824,12799,FAIL,100,1824,0,FAIL,12799,11601,Others
22202,LE CORDON BLEU COLLEGE OF CULINARY ARTS,SAN FRANCISCO,CA,United States,PROPRIETARY 2 TO 3 YEARS,BAKING AND PASTRY ARTS/BAKER/PASTRY CHEF.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.7,1553,23174,PASS,28.13,1553,5519,ZONE,22597,23174,Others
22202,LE CORDON BLEU COLLEGE OF CULINARY ARTS,SAN FRANCISCO,CA,United States,PROPRIETARY 2 TO 3 YEARS,CULINARY ARTS/CHEF TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.7,1311,27871,PASS,12.83,1311,10216,PASS,27871,25321,Others
22202,LE CORDON BLEU COLLEGE OF CULINARY ARTS,SAN FRANCISCO,CA,United States,PROPRIETARY 2 TO 3 YEARS,CULINARY ARTS/CHEF TRAINING.,02 - ASSOCIATES DEGREE,PASS,13.44,3769,28034,FAIL,36.31,3769,10379,FAIL,26610,28034,Others
22204,CATHERINE HINDS INSTITUTE OF ESTHETICS,WOBURN,MA,United States,PROPRIETARY LESS THAN 2 YEARS,FACIAL TREATMENT SPECIALIST/FACIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,1.96,437,22186,PASS,9.64,437,4531,PASS,22186,14834,Others
22204,CATHERINE HINDS INSTITUTE OF ESTHETICS,WOBURN,MA,United States,PROPRIETARY LESS THAN 2 YEARS,MASTER AESTHETICIAN/ESTHETICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.79,1055,21982,PASS,24.38,1055,4327,ZONE,21982,18903,Others
22208,CAREER & TECHNOLOGY EDUCATION CENTERS OF LICKING COUNTY,NEWARK,OH,United States,PUBLIC 2 TO 3 YEARS,"HEAVY/INDUSTRIAL EQUIPMENT MAINTENANCE TECHNOLOGIES, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,30096,PASS,0,0,12441,PASS,28934,30096,Others
22208,CAREER & TECHNOLOGY EDUCATION CENTERS OF LICKING COUNTY,NEWARK,OH,United States,PUBLIC 2 TO 3 YEARS,GENERAL OFFICE OCCUPATIONS AND CLERICAL SERVICES.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,18362,PASS,0,0,707,PASS,18362,17555,Others
22209,COSSATOT COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS,DE QUEEN,AR,United States,PUBLIC 2 TO 3 YEARS,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,30129,PASS,0,0,12474,PASS,30129,29940,Health field
22213,MARINELLO SCHOOL OF BEAUTY,MORENO VALLEY,CA,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,FAIL,12.28,1339,10899,FAIL,100,1339,0,FAIL,10899,9625,Others
22213,MARINELLO SCHOOL OF BEAUTY,MORENO VALLEY,CA,United States,PROPRIETARY LESS THAN 2 YEARS,AESTHETICIAN/ESTHETICIAN AND SKIN CARE SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.43,874,13585,PASS,100,874,0,FAIL,13585,8842,Others
22227,FRANCIS TUTTLE TECHNOLOGY CENTER SCHOOL DISTRICT NO. 21,OKLAHOMA CITY,OK,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,2.49,345,13852,PASS,100,345,0,FAIL,12419,13852,Others
22227,FRANCIS TUTTLE TECHNOLOGY CENTER SCHOOL DISTRICT NO. 21,OKLAHOMA CITY,OK,United States,PUBLIC 2 TO 3 YEARS,AESTHETICIAN/ESTHETICIAN AND SKIN CARE SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,1.18,144,12165,PASS,100,144,0,FAIL,12165,7662,Others
22227,FRANCIS TUTTLE TECHNOLOGY CENTER SCHOOL DISTRICT NO. 21,OKLAHOMA CITY,OK,United States,PUBLIC 2 TO 3 YEARS,NAIL TECHNICIAN/SPECIALIST AND MANICURIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,0.83,148,17654,PASS,100,148,0,FAIL,14893,17654,Others
22227,FRANCIS TUTTLE TECHNOLOGY CENTER SCHOOL DISTRICT NO. 21,OKLAHOMA CITY,OK,United States,PUBLIC 2 TO 3 YEARS,MEDIUM/HEAVY VEHICLE AND TRUCK TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,0.58,231,39533,PASS,1.05,231,21878,PASS,39533,37707,Sciences
22227,FRANCIS TUTTLE TECHNOLOGY CENTER SCHOOL DISTRICT NO. 21,OKLAHOMA CITY,OK,United States,PUBLIC 2 TO 3 YEARS,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,1.01,244,24092,PASS,3.79,244,6437,PASS,20749,24092,Health field
22227,FRANCIS TUTTLE TECHNOLOGY CENTER SCHOOL DISTRICT NO. 21,OKLAHOMA CITY,OK,United States,PUBLIC 2 TO 3 YEARS,RESPIRATORY THERAPY TECHNICIAN/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,1.1,488,44231,PASS,1.83,488,26576,PASS,41680,44231,Health field
22227,FRANCIS TUTTLE TECHNOLOGY CENTER SCHOOL DISTRICT NO. 21,OKLAHOMA CITY,OK,United States,PUBLIC 2 TO 3 YEARS,"PRACTICAL NURSING, VOCATIONAL NURSING AND NURSING ASSISTANTS, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,0.62,285,45366,PASS,1.02,285,27711,PASS,45366,41573,Health field
22227,FRANCIS TUTTLE TECHNOLOGY CENTER SCHOOL DISTRICT NO. 21,OKLAHOMA CITY,OK,United States,PUBLIC 2 TO 3 YEARS,ACCOUNTING TECHNOLOGY/TECHNICIAN AND BOOKKEEPING.,01 - UNDERGRADUATE CERTIFICATE,PASS,1.13,262,23110,PASS,4.8,262,5455,PASS,20665,23110,Sciences
22229,INTERNATIONAL AIR & HOSPITALITY ACADEMY,VANCOUVER,WA,United States,PROPRIETARY LESS THAN 2 YEARS,CULINARY ARTS/CHEF TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.62,1311,19785,PASS,61.54,1311,2130,FAIL,19752,19785,Others
22229,INTERNATIONAL AIR & HOSPITALITY ACADEMY,VANCOUVER,WA,United States,PROPRIETARY LESS THAN 2 YEARS,"MECHANICAL ENGINEERING RELATED TECHNOLOGIES/TECHNICIANS, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,2.38,1049,44061,PASS,3.97,1049,26406,PASS,43492,44061,Sciences
22229,INTERNATIONAL AIR & HOSPITALITY ACADEMY,VANCOUVER,WA,United States,PROPRIETARY LESS THAN 2 YEARS,"AIR TRANSPORTATION, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,4.59,879,19134,PASS,59.43,879,1479,FAIL,18929,19134,Others
22229,INTERNATIONAL AIR & HOSPITALITY ACADEMY,VANCOUVER,WA,United States,PROPRIETARY LESS THAN 2 YEARS,HOTEL/MOTEL ADMINISTRATION/MANAGEMENT.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.23,1242,23728,PASS,20.45,1242,6073,ZONE,23728,22656,Management & Administration
22237,ROBERT FIANCE BEAUTY SCHOOLS,WEST NEW YORK,NJ,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,9.34,1172,12543,ZONE,100,1172,0,FAIL,12543,10731,Others
22246,TRI-STATE COSMETOLOGY INSTITUTE,EL PASO,TX,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0.74,69,9310,PASS,100,69,0,FAIL,9310,7194,Others
22246,TRI-STATE COSMETOLOGY INSTITUTE,EL PASO,TX,United States,PROPRIETARY LESS THAN 2 YEARS,AESTHETICIAN/ESTHETICIAN AND SKIN CARE SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,3.22,402,12481,PASS,100,402,0,FAIL,12481,10051,Others
22246,TRI-STATE COSMETOLOGY INSTITUTE,EL PASO,TX,United States,PROPRIETARY LESS THAN 2 YEARS,NAIL TECHNICIAN/SPECIALIST AND MANICURIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.09,314,7663,PASS,100,314,0,FAIL,7663,4483,Others
22281,STEVEN PAPAGEORGE HAIR ACADEMY,CHICAGO,IL,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,3.28,552,16803,PASS,100,552,0,FAIL,16803,13624,Others
22283,LAKE TECHNICAL CENTER,EUSTIS,FL,United States,PUBLIC LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,13002,PASS,0,0,0,PASS,13002,11453,Others
22283,LAKE TECHNICAL CENTER,EUSTIS,FL,United States,PUBLIC LESS THAN 2 YEARS,CRIMINAL JUSTICE/POLICE SCIENCE.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,36660,PASS,0,0,19005,PASS,36660,36197,Sciences
22283,LAKE TECHNICAL CENTER,EUSTIS,FL,United States,PUBLIC LESS THAN 2 YEARS,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,32789,PASS,0,0,15134,PASS,32789,30970,Health field
22305,OGLE SCHOOL HAIR SKIN NAILS,FORT WORTH,TX,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,9.5,1428,15030,ZONE,100,1428,0,FAIL,15030,13255,Others
22305,OGLE SCHOOL HAIR SKIN NAILS,FORT WORTH,TX,United States,PROPRIETARY LESS THAN 2 YEARS,AESTHETICIAN/ESTHETICIAN AND SKIN CARE SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.18,738,17653,PASS,100,738,0,FAIL,17653,13909,Others
22306,OGLE SCHOOL HAIR SKIN NAILS,HURST,TX,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,8,1324,16535,PASS,100,1324,0,FAIL,16535,15494,Others
22306,OGLE SCHOOL HAIR SKIN NAILS,HURST,TX,United States,PROPRIETARY LESS THAN 2 YEARS,AESTHETICIAN/ESTHETICIAN AND SKIN CARE SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.39,621,14135,PASS,100,621,0,FAIL,14135,13352,Others
22309,FREDRICK AND CHARLES BEAUTY COLLEGE,EUREKA,CA,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,11434,PASS,0,0,0,PASS,11434,11133,Others
22319,GEMOLOGICAL INSTITUTE OF AMERICA,CARLSBAD,CA,United States,"PRIVATE, NOT-FOR-PROFIT LESS THAN 2 YEARS",METAL AND JEWELRY ARTS.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.39,1311,29853,PASS,10.74,1311,12198,PASS,29853,25055,Others
22333,"ST.  GEORGE'S UNIVERSITY, SCHOOL OF MEDICINE",ST GEORGE'S UNIVERSI,FC,United States,FOREIGN SCHOOLS,MEDICINE.,07 - FIRST PROFESSIONAL DEGREE,PASS,9.6,15922,165847,ZONE,10.74,15922,148192,PASS,165847,146016,Others
